__run_id,__done,quantization_type,task_name,Inference Time,GPU Energy,CPU Energy,Memory Energy,Accuracy,GPU Busy Time,CPU Busy Time,Memory Usage
run_7_repetition_2,DONE,16-bit,SPS,4119.849048565142,1228.606958000001,558.5000000000002,-0.2000000000000001,0.5883333333333334,7.365152374026366,4043.520400469001,17437.25
run_8_repetition_2,DONE,16-bit,NLI,4211.603707325878,1255.7852810000002,1425.7999999999995,0.0,0.535,7.000208823941648,4130.867878241999,18461.25
run_9_repetition_2,DONE,32-bit,SA,9856.298442325788,2938.324662000001,897.0000000000003,0.200000000000001,0.91,34.10491450596601,9711.383644483994,35991.25
run_10_repetition_2,DONE,32-bit,SPS,9293.771164858365,2774.2351800000024,156.6999999999999,0.1000000000000016,0.5783333333333334,15.514709573006256,9158.276812788989,36887.25
run_11_repetition_2,DONE,32-bit,NLI,8867.227205408737,2646.006340999998,849.3000000000005,-1.9999999999999976,0.535,14.725861831917427,8735.946711757992,34967.25
run_0_repetition_3,DONE,awq-4-bit,SA,1692.7247122677509,501.29023400000017,836.7999999999998,-0.1999999999999978,0.9,5.649870455963537,1655.9283202179988,7197.25
run_1_repetition_3,DONE,awq-4-bit,SPS,1617.5481692212634,479.689387,174.39999999999964,0.1000000000000009,0.7033333333333334,2.6749809350585565,1587.916511966001,7197.25
run_2_repetition_3,DONE,awq-4-bit,NLI,1538.8495974236866,455.6168980000001,615.4999999999999,-2.100000000000001,0.5383333333333333,2.5483392040478066,1507.222244354999,7197.25
run_3_repetition_3,DONE,gptq-4-bit,SA,1706.7103583668359,506.00543600000015,571.8000000000003,0.2,0.9033333333333332,5.647099389927462,1676.7825495300006,7213.25
run_4_repetition_3,DONE,gptq-4-bit,SPS,1610.2599004656076,477.3366850000001,401.29999999999984,0.200000000000001,0.6366666666666667,2.672772225923836,1576.8907259610023,7213.25
run_5_repetition_3,DONE,gptq-4-bit,NLI,1489.0663639521226,441.040359,796.0999999999982,0.2999999999999994,0.5516666666666666,2.5490116300061345,1460.3735378550014,7213.25
run_6_repetition_3,DONE,16-bit,SA,4684.621898935176,1395.7964220000008,994.3999999999999,-0.1999999999999984,0.9066666666666666,15.59567197598517,4597.818035609997,17437.25
run_7_repetition_3,DONE,16-bit,SPS,4122.491079057683,1229.1707770000012,878.8999999999994,8.881784197001252e-16,0.5883333333333334,7.371547632035799,4040.2536895479993,17437.25
run_8_repetition_3,DONE,16-bit,NLI,4212.095893410966,1255.8577390000005,-71.00000000000004,0.0999999999999996,0.535,7.004681352991611,4128.689569570992,18461.25
run_9_repetition_3,DONE,32-bit,SA,9858.94563858863,2939.0000400000004,470.6000000000004,2.2204460492503127e-15,0.91,32.79671757807955,9699.5360853,35991.25
run_10_repetition_3,DONE,32-bit,SPS,9297.166859907098,2775.365463000003,735.5000000000002,2.1000000000000005,0.5783333333333334,15.861659546848388,9151.190690686995,36887.25
run_11_repetition_3,DONE,32-bit,NLI,8869.596050328808,2646.364255000001,1238.8999999999996,-0.1999999999999977,0.535,14.72978197899647,8727.455800313995,34967.25
run_0_repetition_4,DONE,awq-4-bit,SA,1692.8391358386725,501.21532800000017,611.8,0.1999999999999992,0.9,5.643393183592706,1653.9420138639996,7197.25
run_1_repetition_4,DONE,awq-4-bit,SPS,1625.5469454894774,480.4562359999997,650.699999999998,0.0999999999999996,0.7033333333333334,2.676076993928291,1587.6167107840015,7197.25
run_2_repetition_4,DONE,awq-4-bit,NLI,1546.3990699880524,456.3938130000001,412.6000000000001,0.0999999999999996,0.5383333333333333,2.7804952120641246,1508.3234356539997,7197.25
run_3_repetition_4,DONE,gptq-4-bit,SA,1720.695237148786,507.3432759999998,484.1999999999986,0.0,0.9033333333333332,5.645940363872796,1672.9663011979992,7213.25
run_4_repetition_4,DONE,gptq-4-bit,SPS,1615.5082904387964,477.40830699999975,513.5999999999975,0.2000000000000015,0.6366666666666667,2.673651344026439,1577.1415144439995,7213.25
run_5_repetition_4,DONE,gptq-4-bit,NLI,1496.5799819383535,441.8370149999997,227.2999999999987,0.1000000000000003,0.5516666666666666,2.549810009077192,1460.2233507050018,7213.25
run_6_repetition_4,DONE,16-bit,SA,4691.414103394374,1395.8794520000001,738.6000000000004,-0.200000000000001,0.9066666666666666,15.602246907772496,4599.040028407998,17437.25
run_7_repetition_4,DONE,16-bit,SPS,4129.213807235588,1229.768555,505.3000000000008,0.0,0.5883333333333334,7.367945917998441,4044.891231394999,17437.25
run_8_repetition_4,DONE,16-bit,NLI,4218.422589054564,1256.424901,816.5000000000023,0.1000000000000005,0.535,7.000068655004725,4129.231970384003,18461.25
run_9_repetition_4,DONE,32-bit,SA,9860.996594332857,2937.611606,-105.60000000000028,1.3322676295501878e-15,0.91,33.09028385812417,9710.503476420008,35991.25
run_10_repetition_4,DONE,32-bit,SPS,9298.134033937822,2774.903831000001,1665.2000000000014,0.2000000000000006,0.5783333333333334,15.52558024902828,9159.549663871992,36887.25
run_11_repetition_4,DONE,32-bit,NLI,8864.459644973278,2645.552544000003,837.5000000000038,-0.2999999999999985,0.535,14.741794486995786,8733.079113567006,34967.25
