__run_id,__done,quantization_type,task_name,Inference Time,GPU Energy,CPU Energy,Memory Energy,Accuracy,GPU Busy Time,CPU Busy Time,Memory Usage
run_0_repetition_0,DONE,awq-4-bit,SA,337.2626468594535,97.827454,566.4999999999998,-0.30000000000000004,0.9,0.8251405379851349,335.70528891000066,9365.1875
run_1_repetition_0,DONE,awq-4-bit,SPS,1103.0956213564496,327.6459360000001,345.89999999999964,0.0,0.785,2.251526674022898,1103.5731585770004,9365.1875
run_2_repetition_0,DONE,awq-4-bit,NLI,1103.3307702914462,327.0073190000001,121.90000000000003,0.0,0.5616666666666666,0.1265164880314842,1103.8068462930005,9365.1875
run_3_repetition_0,DONE,gptq-4-bit,SA,857.3425738704391,253.9536010000001,214.89999999999972,0.0,0.9066666666666666,2.3710163369541988,857.6687651330001,9365.1875
run_4_repetition_0,DONE,gptq-4-bit,SPS,942.8705865591182,279.86605599999984,17.700000000000042,0.0,0.7533333333333333,0.36807090003276244,943.3398456599997,9365.1875
run_5_repetition_0,DONE,gptq-4-bit,NLI,896.0924580217688,265.7417270000001,342.79999999999984,0.0,0.5083333333333333,2.134269309055526,896.4569188040006,9365.1875
run_6_repetition_0,DONE,16-bit,SA,76.195651050366,21.018456999999994,575.0000000000023,0.10000000000000009,0.89,0.07169318001251668,76.22843956000008,18103.1875
run_7_repetition_0,DONE,16-bit,SPS,1161.1790519509814,345.5448889999999,300.1999999999998,0.10000000000000009,0.565,6.923521201009862,1161.8808321580004,18103.1875
run_8_repetition_0,DONE,16-bit,NLI,608.6793253006763,180.10980300000034,272.09999999999974,0.10000000000000009,0.5016666666666667,0.10096121102105826,608.9265005499993,18103.1875
run_9_repetition_0,DONE,32-bit,SA,3760.8954037778312,1124.304182000001,611.6999999999995,0.09999999999999987,0.9,0.333218733954709,3779.200550608994,34417.1875
run_10_repetition_0,DONE,32-bit,SPS,7785.397032053617,2324.565763,368.1000000000038,0.09999999999999987,0.795,0.4046896600048058,7823.131444088002,34417.1875
run_11_repetition_0,DONE,32-bit,NLI,7265.782200490066,2168.6890649999964,444.8000000000029,0.09999999999999987,0.5566666666666666,1.2922982500167564,7301.5149497589955,34417.1875
run_0_repetition_1,DONE,awq-4-bit,SA,335.7849955500569,98.54248300000003,434.7999999999998,0.0,0.9,0.8262771199806593,335.91752699600016,9365.1875
run_1_repetition_1,DONE,awq-4-bit,SPS,1103.5881335578742,327.7108310000002,685.7000000000003,0.0,0.785,2.2485619859653525,1104.152010989,9365.1875
run_2_repetition_1,DONE,awq-4-bit,NLI,1102.9132509828196,327.0287730000004,451.6000000000019,0.10000000000000009,0.5616666666666666,0.12567677802871913,1103.4071452929968,9365.1875
run_3_repetition_1,DONE,gptq-4-bit,SA,857.3361176177859,253.96145399999995,536.2999999999996,0.10000000000000009,0.9066666666666666,2.3773519130190834,857.7219944540008,9365.1875
run_4_repetition_1,DONE,gptq-4-bit,SPS,942.5928155569127,279.8443400000001,489.5000000000023,0.10000000000000009,0.7533333333333333,0.36427562998142093,943.0751992180001,9365.1875
run_5_repetition_1,DONE,gptq-4-bit,NLI,895.3167555864784,265.57671599999986,726.6999999999979,0.0,0.5083333333333333,2.13387545599835,895.7666579349996,9365.1875
run_6_repetition_1,DONE,16-bit,SA,76.40308463724796,21.032925000000017,351.1999999999988,0.10000000000000009,0.89,0.07712821901077405,76.44855311300006,18103.1875
run_7_repetition_1,DONE,16-bit,SPS,1160.8818138411152,345.7494629999997,196.6000000000001,0.10000000000000009,0.565,6.92530884896405,1161.4838507870013,18103.1875
run_8_repetition_1,DONE,16-bit,NLI,608.4952525207191,180.09886699999976,190.59999999999954,0.0,0.5016666666666667,0.0990311439963989,608.8130462679998,18103.1875
run_9_repetition_1,DONE,32-bit,SA,3760.7467866158113,1124.4047820000005,325.7000000000025,0.09999999999999987,0.9,0.3321860140422359,3779.4373486479985,34417.1875
run_10_repetition_1,DONE,32-bit,SPS,7782.957322900824,2323.911388999999,406.20000000000147,0.0,0.795,0.40376910800114274,7820.820988985013,34417.1875
run_11_repetition_1,DONE,32-bit,NLI,7264.3331721472205,2168.531431,352.0999999999996,0.09999999999999987,0.5566666666666666,1.2895083299954422,7298.261843980009,34417.1875
run_0_repetition_2,DONE,awq-4-bit,SA,335.7057503812248,98.48324400000006,247.19999999999973,0.0,0.9,0.823126011993736,335.824288044,9365.1875
run_1_repetition_2,DONE,awq-4-bit,SPS,1104.654234936519,327.99918599999984,211.90000000000074,0.0,0.785,2.2540674560004845,1105.1161355689992,9365.1875
run_2_repetition_2,DONE,awq-4-bit,NLI,1103.7461357510765,327.19741899999997,326.8000000000005,0.0,0.5616666666666666,0.12559958000201732,1104.1417248619987,9365.1875
run_3_repetition_2,DONE,gptq-4-bit,SA,858.380269522313,254.22782599999994,352.2000000000009,0.10000000000000009,0.9066666666666666,2.3776334910071455,858.655473997,9365.1875
run_4_repetition_2,DONE,gptq-4-bit,SPS,943.768669355486,280.245442,334.0999999999999,0.20000000000000018,0.7533333333333333,0.3670370639883913,944.1602678199996,9365.1875
run_5_repetition_2,DONE,gptq-4-bit,NLI,896.3455426626024,265.9541619999996,303.7000000000008,0.10000000000000009,0.5083333333333333,2.133540840004571,896.6796791879995,9365.1875
run_6_repetition_2,DONE,16-bit,SA,76.28769019566244,21.082126,599.4000000000007,0.0,0.89,0.07234638597583398,76.31713213100008,18103.1875
run_7_repetition_2,DONE,16-bit,SPS,1161.3102440300281,345.840309,489.6000000000001,0.0,0.565,6.928725261008367,1161.7166232890002,18103.1875
